,roles,companies,locations,experience,skills,skill index
297,Data Scientist,CNH Industrial,'Gurgaon',1-6 ,"['_', '_', '_']",-1.0
298,Data & Applied Scientist,Microsoft,"'Noida', ' Hyderabad', 'Bangalore'",3-7 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
299,Data and applied Scientist,Microsoft,"'Noida', ' Hyderabad', 'Bangalore'",3-7 ,"['_', '_', '_', 'java', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_']",-1.0
300,Associate Data Scientist/Data Scientist,JOIN VENTURES SOLUTIONS PRIVATE LIMITED,'Mumbai',1-2 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
301,NLP Data scientist,TIGI HR Solution,"'Hyderabad', ' Chennai', 'Bangalore'",3-8 ,"['_', '_', '_', 'python', '_', 'sql', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
302,Principal Data Scientist - Machine Learning,Prime Infosoft,'Bangalore',4-9 ,"['_', '_', '_', 'machine learning', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', 'r', '_']",-1.0
303,Lead Data Scientist,DataTrained,"'Noida', 'Bengaluru'",2-4 ,"['_', 'it skills', '_', 'python', '_', 'machine learning', '_', 'big data', '_', '_', '_', 'computer science', '_', '_', '_', '_', '_']",-1.0
304,Data Scientist Jr/Mid/Senior,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,"'Delhi ', 'Mumbai'",6-11 ,"['_', '_', '_', 'r', '_', '_', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
305,Senior Data Scientist,Boston Consulting Group,"'Mumbai', ' Delhi', 'Chennai'",1-2 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_']",-1.0
306,Senior Data Scientist ( m / f / d ),Adidas,'Gurgaon',5-10 ,"['_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
307,Senior Data Scientist (m/f/d),Adidas,"'Gurgaon', 'UnitedStates'",5-10 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
308,Data Scientist: Artificial Intelligence,IBM,'Kolkata',4-6 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
309,Associate Scientist - Semantic & Data Modeling,Axa XL,'BangaloreEast',3-8 ,"['_', '_', '_']",-1.0
310,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', 'r', '_', 'machine learning', '_', 'python', '_', 'it skills', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",1.0
311,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', '_', '_', 'r', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
312,Data Scientist (freelance),2Coms,"'Chennai', 'Chennai'",3-8 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', '_', '_', 'data scientist', '_']",-1.0
313,Data Scientist (freelance),2Coms,"'Hyderabad', 'Hyderabad'",3-8 ,"['_', 'data scientist', '_']",-1.0
314,Data Scientist - Fraud Prevention & Analytics,Bigshyft Hiring for Payu,"'Mumbai', ' Gurgaon', 'Bangalore'",2-5 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
315,Data Scientist,Smart Source,'Pune',5-10 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
316,Data Scientist,Fractal Analytics,"'Mumbai', ' New Delhi', 'Bangalore'",3-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
317,Principal Data Scientist at Quick Heal,Quick Heal,'Pune',10-15 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
318,Data Scientist,RapidOps,'Ahmedabad',3-5 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_']",-1.0
319,Data Scientist,RapidOps,'Ahmedabad',3-5 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
320,Manager Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',11-15 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
321,"Hiring For "" Data Scientist"" @ Jumio, Jaipur",Jumio,'Jaipur',4-6 ,"['_', 'r', '_', '_', '_', '_', '_', '_', '_', 'python', '_', 'sql', '_']",1.0
322,Data Scientist - Growth and Marketing Data Team,Confluent,'Remote',2-6 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'computer science', '_', '_', '_']",-1.0
323,Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"'Mumbai', ' Mumbai Suburban', 'Mumbai'",1-4 ,"['_', '_', '_', 'java', '_', 'python', '_', 'r', '_', '_', '_', '_', '_', 'big data', '_', 'artificial intelligence', '_']",-1.0
324,Expert Data Scientist(NLP+ML+Python),TomTom,'Pune\n',8-12 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
325,Data Scientist,Resilinc,'Pune',4-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",-1.0
326,Hiring Data Scientist/Data Analytics For Reliance Retail Mumbai,Reliance Retail,'Mumbai',5-10 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
327,Data Scientist - Supply Chain Analytics,ASIA STAR EXPORT SERVICES PRIVATE LIMITED,'Remote',4-9 ,"['_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
328,JOB Opportunity -DATA Scientist-Blazeclan Technologies -PUNE,BLAZECLAN TECHNOLOGIES PRIVATE LIMITED,'Pune',5-8 ,"['_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
329,Data scientist,SMECLabs Trivandrum,'Hyderabad',1-3 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
330,Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,'Hyderabad',2-7 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'it skills', '_']",-1.0
331,Data Science - Senior Data Scientist,Paytm,"'Noida', 'Bangalore'",2-4 ,"['_', 'data science', '_', '_', '_', 'r', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
332,Urgent hiring of Senior Manager - Data Scientist,Concerix Technologies Private Limited,"'Gurgaon', 'Bangalore'",5-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
333,Senior Data Scientist,STATXO,"'Gurgaon', 'Bengaluru'",4-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
334,Senior Data Scientist,Urban Company,"'Gurgaon', 'Bangalore'",5-9 ,"['_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
335,Data Scientist: Advanced Analytics,IBM,'Delhi',5-7 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
336,Data Scientist,KPIT,'Pune',5-8 ,"['_', 'data science', '_', 'python', '_', '_', '_']",-1.0
337,Multiple Roles For Data Scientist For A Leading MNC,Mississippi Consultants,"'Hyderabad', ' Pune', ' Chennai', 'Mumbai'",5-8 ,"['_', '_', '_', '_', '_', 'sql', '_', 'it skills', '_', 'python', '_', 'machine learning', '_', 'big data', '_', '_', '_']",-1.0
338,Data Scientist,Adept Global,"'Mumbai', 'Thane'",2-7 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
339,Senior Scientist/ NLP/ Machine Learning/ Data Mining Professional,Career Maker,'Bangalore',2-7 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', 'r', '_', '_', '_']",-1.0
340,Sr Data Scientist,Uber,'Bangalore',8-9 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
341,Senior Data Scientist,GSK India,'Bangalore',10-20 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
342,Sr. Data Scientist,Signify,'Bangalore',4-9 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
343,Cognitive/AI Senior Data Scientist,IBM,'Bengaluru',4-8 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
344,Senior Risk Data Scientist,GSK India,'Bangalore',5-10 ,"['_', '_', '_', 'python', '_', 'sql', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
345,Senior Python Developer / Data Scientist,Nikah Forever,'NewDelhi',4-5 ,"['_', '_', '_']",-1.0
346,Data Scientist,Job Booster Social India private limited,"'Hyderabad', ' Pune', 'Bangalore'",1-6 ,"['_', '_', '_', 'sql', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
347,Data Scientist - Medical Image Processing,PROVISION CONSULTING,'Bangalore',3-8 ,"['_', '_', '_', 'python', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_']",-1.0
348,Data scientist,CHANGE LEADERS CONSULTING,'Bangalore',5-9 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
349,ML Engineer/Data Scientist,Rapid Talent Solutions,"'Kolkata', ' Mumbai', ' Visakhapatnam', ' Hyderabad', ' Pune', ' Chennai', ' Ahmedabad', ' Delhi ', 'Bangalore'",6-11 ,"['_', '_', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
350,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,'Gurgaon',2-7 ,"['_', '_', '_', 'python', '_', 'machine learning', '_', 'it skills', '_', '_', '_', '_', '_', 'big data', '_', 'data science', '_']",-1.0
351,Data Scientist,Snaphunt,'Bangalore',0-2 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
352,Data Scientist,Casepoint,'Surat\n',0-3 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
353,data scientist,Global Talent Pool,'Bangalore',0-2 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
354,Data Scientist - Fintech Space ( Asset Leasing Company),The Recruiters,'Remote',4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
355,Data Scientist (Fintech),Talent Destination,'Gurgaon',1-5 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
356,Data Scientist,2Coms,"'Bangalore', 'BangaloreNorth'",6-11 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data scientist', '_']",-1.0
357,Data Scientist,Cielo Talent Management Ltd,'Bangalore',5-10 ,"['_', 'data science', '_', '_', '_', 'java', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
358,Data scientist,CHANGE LEADERS CONSULTING,'Bangalore',3-7 ,"['_', 'python', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', '_', '_']",-1.0
359,Data scientist,Acme Services,'Bangalore',3-8 ,"['_', '_', '_', 'python', '_', 'it skills', '_', '_', '_', '_', '_']",-1.0
360,Data Scientist,Boston Consulting Group,'NewDelhi',2-5 ,"['_', '_', '_', 'data science', '_', 'data scientist', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'computer science', '_', 'big data', '_']",-1.0
361,Client Hiring || Data Scientist || Bangalore (On Site),Federal Soft Systems Private Limited,'Bangalore',4-8 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
362,Data Scientist,Cloudstrats Technologies Private Limited,"'New Delhi', ' Delhi ', 'Mumbai'",3-5 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
363,Data Scientist II,Chegg,'Delhi',2-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
364,Data Scientist ( Work from Home),Eureka Outsourcing Solutions Pvt Ltd. on behalf of AmyGB,'Bangalore',2-7 ,"['_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
365,Data Scientist,Utthunga Technologies Pvt Ltd,'Bangalore',3-5 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', '_', '_', 'python', '_']",-1.0
366,Data Scientist,Kofluence Tech Pvt Ltd,'Bangalore',3-5 ,"['_', 'python', '_', '_', '_', 'r', '_', 'java', '_', 'sql', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_']",-1.0
367,Data Scientist - Statistical Modeling,Aviation Indeed,'Noida',3-8 ,"['_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_']",-1.0
368,Opening For Data Scientist,Care Health Insurance,'Gurgaon',1-5 ,"['_', 'java', '_', '_', '_', 'python', '_', 'sql', '_']",-1.0
369,Data Scientist,TeamPlus Staffing Solution Pvt Ltd,'Bangalore',3-7 ,"['_', '_', '_', 'machine learning', '_', 'sql', '_', 'python', '_']",-1.0
370,Data Scientist,Stefanini,'Noida',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
371,Python AI ML Developer and Data Scientist at Fluid AI,Fluid AI,'Remote',0-5 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
372,Associate Data Scientist - Automotive Supply Chain & Technology,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', '_', '_', 'python', '_']",-1.0
373,ML Engineer / Data Scientist,Spotflock Technologies Pvt. Ltd.,"'Delhi', 'Hyderabad'",5-10 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
374,"MNC Hiring For "" Data scientist/ Sr. Data scientist ""- Gurgaon",ESS CEE HR SOLUTIONS,'Gurgaon',3-8 ,"['_', 'python', '_', 'r', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
375,Senior Data Scientist,Visa,'Bangalore',4-9 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
376,Data Scientist/ Sr. Data Scientist,Cosmic Strands ePublishing Pvt. Ltd.,'Bangalore',3-5 ,"['_', '_', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', '_', '_']",-1.0
377,Data Scientist/ Sr Data Scientist,Gartner,'Gurgaon',4-8 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', 'computer science', '_']",-1.0
378,Senior Data Scientist,Juniper Networks,'Bangalore',11-15 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
379,Sr. Data Scientist,Galytix,'Gurgaon',3-8 ,"['_', 'it skills', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
380,Senior Data Scientist,Centrient Pharmaceuticals Netherlands,'Gurgaon',5-10 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
381,Senior Risk Manager & Data Scientist,SaveIN,'Delhi',3-6 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'sql', '_', '_', '_', '_', '_', '_', '_']",-1.0
382,Senior Data Scientist,Decision Point Analytics,"'Chennai', 'Gurgaon'",3-7 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",-1.0
383,Senior Data Scientist,BankNovo,'Gurgaon',5-9 ,"['_', 'data science', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
384,Senior Staff Data Scientist,Swiggy,'Bangalore',2-7 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
385,Senior Data Scientist (Algorithmic Trading),TETHYS TECHNOLOGIES PRIVATE LIMITED,'Noida',4-10 ,"['_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
386,Senior Data Scientist,iNICU,'Delhi',1-5 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
387,Senior Data Scientist,Mobikwik,'Gurgaon',3-6 ,"['_', '_', '_', 'machine learning', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
388,Senior Data Scientist,CK Birla Healthcare,'Gurgaon',5-7 ,"['_', '_', '_', '_', '_']",-1.0
389,Data Science - Senior Data Scientist,Paytm,'NewDelhi',2-4 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
390,Analyst - Data Scientist,United Airlines,'Gurgaon',2-4 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
391,Senior Deep Learning Data Scientist,Number Theory Software,'Gurgaon',2-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
392,Associate Data Scientist - Data Science & Data Engineering,Gartner,'Gurgaon',2-4 ,"['_', '_', '_', 'machine learning', '_', '_', '_', 'sql', '_', '_', '_', 'python', '_', '_', '_', '_', '_']",-1.0
393,Senior Data Scientist,Birdeye,'Gurgaon',15-16 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', 'big data', '_', 'computer science', '_', '_', '_', '_', '_']",-1.0
394,Senior Data Scientist,Adglobal360 India Private Limited,'Gurgaon',6-11 ,"['_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1.0
395,Senior Data Scientist,"OLX, Inc",'Gurgaon',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
396,Senior Data Scientist - Mobile Application,Home Credit,'Gurgaon',4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
397,Data & Applied Scientist,Microsoft,'Hyderabad',3-7 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'computer science', '_']",-1.0
398,Digital Scientist - Data Science,ACIESIND PRIVATE LIMITED,'Remote',2-7 ,"['_', 'python', '_', 'machine learning', '_', 'sql', '_', 'it skills', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
399,Data & Applied Scientist 2,Microsoft,'Hyderabad',5-9 ,"['_', 'it skills', '_', 'python', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
400,Data & Applied Scientist 2,Microsoft,'Hyderabad',3-6 ,"['_', 'it skills', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
401,Junior Data Scientist/ta,WSD Consultant,"'Mumbai', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bengaluru'",1-5 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
402,Associate Data Scientist - I,Philips India Limited,'Bangalore',4-6 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
403,Junior Data Scientist,Analytos,'India',0-2 ,"['_', 'it skills', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_']",-1.0
404,Job opening For Data Engineer / Scientist with UK based MNC,Contrado Imaging India Pvt. Ltd.,'Ahmedabad',3-7 ,"['_', 'python', '_', 'sql', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
405,Job Openings in Leading company-Data Scientist-Bangalore,Enrich and Enlight,'Bangalore',5-7 ,"['_', '_', '_', 'python', '_', 'sql', '_', '_', '_', '_', '_', '_', '_']",-1.0
406,Lead Data Scientist - KYC/Fraud/Marketing,Tide Software,'NewDelhi',1-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
407,Lead Data Scientist,First American,'Bangalore',9-14 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
408,Lead Data Scientist,Societe Generale,'Bangalore',4-9 ,"['_', '_', '_', '_', '_', 'machine learning', '_', 'it skills', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
409,Lead Data Scientist,Monotype,'Noida',8-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
410,Lead Data Scientist,Monotype,'Noida',8-10 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
411,Lead Data Scientist,MIMIT Healthcare,'Noida',6-10 ,"['_', '_', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
412,Sr . Data Scientist,General Mills,'Mumbai',12-15 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
413,Senior Data Scientist,Hexaware Technologies,"'Pune', ' Chennai', 'Mumbai'",9-12 ,"['_', 'machine learning', '_', 'data science', '_', 'python', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
414,Sr Professional - Data Scientist / Analytics,Sutherland Global Services Inc,'Hyderabad',3-8 ,"['_', 'it skills', '_', 'python', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
415,Senior Data Scientist/Senior Data Scientist,Bajaj Finserv,'Pune',3-5 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
416,Senior Data Scientist,Philips India Limited,'Chennai',8-11 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
417,Senior Data Scientist/Senior Data Scientist,Bajaj Finserv,'Pune',3-5 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
418,Data Scientist,CHANGE LEADERS CONSULTING,"'Mumbai', ' Hyderabad', ' Pune', 'Chennai'",5-9 ,"['_', '_', '_', 'python', '_', 'r', '_', 'machine learning', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
419,Data Scientist,TMD - The Modern Dimension,"'New Delhi', 'Bangalore'",2-7 ,"['_', 'data science', '_', 'data scientist', '_', 'machine learning', '_', '_', '_']",-1.0
420,Data Scientist,POPxo,"'Mumbai', 'NewDelhi'",2-4 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'big data', '_', 'sql', '_', 'python', '_']",-1.0
421,Data Scientist,Capital Placement Services,"'Hyderabad', ' Gurgaon', 'Bangalore'",2-7 ,"['_', 'computer science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
422,Data Scientist,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_', '_', '_', '_', '_']",-1.0
423,Data Scientist,BlackBuck,"'Gurgaon', 'Bengaluru'",3-7 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
424,Data Scientist- Predictive Modelling,Emmess technologies private Limited,"'Noida', ' Gurgaon', ' Bangalore', 'Delhi'",3-8 ,"['_', '_', '_', '_', '_', 'data scientist', '_', 'r', '_']",-1.0
425,Data Scientist,Xpheno,"'Gurgaon', 'Bangalore'",2-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
426,Data Scientist,Country Veggie,"'Bharuch', ' Jaipur', ' Bhopal', ' Mumbai', ' Jhansi', ' Nagpur', ' Ghaziabad', ' Jaunpur', ' Kanpur', ' Delhi', ' Lucknow', ' Agra', ' Gurgaon', ' Rajkot', 'Bengaluru'",1-3 ,"['_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
427,Data Scientist,Mahajan Imaging,'Delhi',2-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
428,Data Scientist,Mahajan Imaging,'Delhi',2-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
429,DATA SCIENTIST (Analytics Technology),Melstar Information Technologies Ltd,"'Gurgaon', 'Bengaluru'",7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', 'computer science', '_']",-1.0
