,roles,companies,locations,experience,skills,skill index
3152,Associate Vice President- Analytics/Data Science- IIM/IIT/XLRI/FMS/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', 'machine learning', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3153,Data Scientist - Python/Spark/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',7-11 ,"['_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_']",-1.0
3154,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
3155,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"['_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_']",-1.0
3156,Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',8-12 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', '_', '_', 'big data', '_', 'data science', '_', '_', '_']",-1.0
3157,Manager Data Science,NEC CORPORATION INDIA PRIVATE LIMITED,'Noida',9-14 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'r', '_']",-1.0
3158,"Research Analyst, LNG Short Term Gas",Verisk Analytics,'Delhi',4-9 ,"['_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
3159,Senior Vice President - Analytics - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',8-13 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_']",-1.0
3160,Software Engineer ( Python and AI,Tranzmeo IT Solutions Private Limited,'NewDelhi',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3161,"Research Analyst, Equity (Short Term Gas)",Verisk Analytics,'Delhi',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'it skills', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_']",-1.0
3162,"Sr . Analyst , Modeling",Resource Access Management Solutions Pvt. Ltd.,'Noida',2-3 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3163,Looking For Part Time Data Science Trainer (WFH) with LetsUpgrade,ITM Edutech (India) Limited,"'Hyderabad', ' Navi Mumbai', ' Gurgaon', ' Chennai', ' Bangalore', 'Mumbai'",0-5 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3164,"MNC Hiring For "" Director- Data Science "" - Gurgaon",ESS CEE HR SOLUTIONS,'Gurgaon',7-12 ,"['_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3165,Python / Data Analytics / Data Science Trainer @ TechVidya,TECHVIDYA CAREER PVT. LTD.,'Noida',1-6 ,"['_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3166,AI / ML Engineer,KlearExpress,'Gurgaon',2-7 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
3167,Devops Engineer || Allegis- TEKsystems,Allegis Services India Pvt. Ltd.,"'Hyderabad', ' Chennai', 'Bangalore'",4-9 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_']",-1.0
3168,Devops Engineer || Allegis- TEKsystems,Allegis Services India Pvt. Ltd.,"'Hyderabad', ' Chennai', 'Bangalore'",4-9 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_']",-1.0
3169,Machine Learning Engineer - Computer Vision,Scandid,'Pune',4-8 ,"['_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3170,Data Scientist,DBS,'Mumbai',2-7 ,"['_', '_', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3171,Principal Data Scientist,Societe Generale,'Bangalore',8-13 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'r', '_']",-1.0
3172,Data Scientist - Machine Learning/APICS,CarbyneTech India,'Hyderabad',3-8 ,"['_', '_', '_', 'machine learning', '_', 'python', '_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
3173,Python Developer - Spark/Hadoop,Venhan Technologies,"'Hyderabad', ' Pune', 'Bangalore'",2-5 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3174,Virtual Interviews For Forecast Engineer On 26th Feb(Sat) @ GD(Hyd),GlobalData,'Hyderabad',3-6 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3175,Analyst - Data Scientist,UPL,'Mumbai',2-3 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",-1.0
3176,Data Scientist - Architect,Wipro,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",10-17 ,"['_', 'data science', '_', '_', '_', 'python', '_', 'big data', '_', '_', '_', 'machine learning', '_', '_', '_', 'it skills', '_']",-1.0
3177,Manager Application Developer,Genpact,"'Hyderabad', ' Bangalore', 'Delhi'",6-10 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3178,GCP ML,Wipro,"'Hyderabad', ' Pune', ' Chennai', 'Bangalore'",5-10 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3179,Analyst: Data Science Insights,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,'Chennai',1-4 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
3180,Data Analyst,Wolters Kluwer,"'Mumbai', 'Pune'",3-6 ,"['_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3181,Data Scientist,CRED,'Bangalore',2-5 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3182,Lead Machine Learning Engineer,Kimberly-Clark Lever Limited,'Bangalore',12-17 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3183,Data Scientist (ML AI Engineer) / InfoObjects Inc.,INFOOBJECTS SOFTWARE ( INDIA) PRIVATE LIMITED,"'Indore', ' Jaipur', 'Delhi'",3-7 ,"['_', 'machine learning', '_', 'data science', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'java', '_']",-1.0
3184,Engineer Software IT Sr,CLEAN HARBORS INDIA LLP,'Hyderabad',5-10 ,"['_', '_', '_', 'python', '_', 'sql', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3185,Data Scientist - Multi-Objective Optimisation Expert,ICAV Tech Pvt. Ltd.,'Remote',3-7 ,"['_', 'data science', '_', '_', '_', 'python', '_', 'it skills', '_', 'java', '_', '_', '_', '_', '_', '_', '_']",-1.0
3186,Team Lead/Consultant-Data Science,Accenture,'Bangalore',7-11 ,"['_', '_', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3187,Senior Business Analyst - Analytics Consulting | Tiger Analytics |,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"'Hyderabad', ' Chennai', 'Bangalore'",2-4 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
3188,Team Lead/Consultant-Data Science,Accenture,'Bangalore',7-11 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
3189,"Technical Trainer- Data Science, Python, Robotics","Chandigarh Group of Colleges, Landran Campus, Mohali (PB)","'Mohali', 'Chandigarh'",5-10 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3190,DATA SCIENCE MANAGER SMART MFG & AI,Micron Tech,'Hyderabad',7-12 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
3191,Artificial Intelligence Strategist,Kimberly-Clark Lever Limited,'Bangalore',12-17 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_']",-1.0
3192,"Data Engineer(ETL,SQL,Python)",Verisk Analytics,'Hyderabad',5-10 ,"['_', '_', '_', '_', '_', 'sql', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3193,Senior Testing Engineer,HighRadius,'Hyderabad',3-8 ,"['_', 'machine learning', '_', 'sql', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_']",-1.0
3194,Manager Data Science - Reputed Agri Company - Delhi,PMS Consulting,'Delhi',10-15 ,"['_', 'data scientist', '_', 'artificial intelligence', '_', 'machine learning', '_', 'python', '_']",-1.0
3195,Team Lead/Consultant-Data Science,Accenture,'Bangalore',7-11 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3196,Hiring Part Time Data Science Trainer,SEVEN MENTOR AND TRAINING PRIVATE LIMITED,'Pune',1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
3197,Cloud Application Engineer,Micron Tech,'Hyderabad',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'java', '_', 'artificial intelligence', '_', '_', '_', '_', '_']",-1.0
3198,"Manager, Data Engineering (Evergreen)",Micron Tech,'Hyderabad',5-10 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'java', '_', 'artificial intelligence', '_', '_', '_', '_', '_']",-1.0
3199,Content Strategist,AcadsHR,'Bangalore',2-6 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'big data', '_']",-1.0
3200,Team Lead/Consultant-Artificial Intelligence Innovation,Accenture,'Bangalore',7-11 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3201,Cybersecurity Business Analyst,Kimberly-Clark Lever Limited,'Bangalore',5-10 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3202,Senior Analyst-Data Science,Accenture,'Mumbai',5-8 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
3203,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Bangalore',8-10 ,"['_', 'it skills', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3204,Data Science Data Science Practitioner,Accenture,'Bangalore',8-10 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3205,Team Lead/Consultant-Data Science,Accenture,'Mumbai',7-11 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3206,Assistant Client Solutions Partner,Quantiphi Analytics Solutions Pvt. Ltd.,"'Bangalore', 'Mumbai'",5-7 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_']",-1.0
3207,Faculty - Dept. of Computer Science Engineering,Amrita Vishwa Vidyapeetham,'Coimbatore',3-6 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', 'computer science', '_', '_', '_']",-1.0
3208,DBCG - GAMMA Lead Scientist,Boston Consulting Group,"'Mumbai', ' New Delhi', ' Chennai', 'Bangalore'",5-10 ,"['_', '_', '_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'computer science', '_', '_', '_']",-1.0
3209,Retail- Analytics Consultant,AVE-Promagne,"'Noida', ' Kota', ' Mumbai', ' New Delhi', ' Lucknow', ' Gurgaon', ' Jaipur', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3210,Data Scientist,Boston Consulting Group,'NewDelhi',2-5 ,"['_', '_', '_', 'data science', '_', 'data scientist', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'computer science', '_', 'big data', '_']",-1.0
3211,Senior Data Scientist,Boston Consulting Group,"'Mumbai', ' Delhi', 'Chennai'",1-2 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_']",-1.0
3212,Data Scientist - Machine/deep Learning Algorithms,CarbyneTech India,'Hyderabad',3-8 ,"['_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', 'machine learning', '_']",-1.0
3213,Data Scientist / ML Engineer,AVE-Promagne,"'Noida', ' Kota', ' Mumbai', ' Chandigarh', ' Lucknow', ' Agra', ' Gurgaon', ' Jaipur', 'Bangalore'",3-8 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3214,Marketing / Sales- Analytics Consultant,AVE-Promagne,"'Noida', ' Kota', ' Mumbai', ' Chandigarh', ' Lucknow', ' Agra', ' Gurgaon', ' Jaipur', 'Bangalore'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_']",-1.0
3215,DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"'Mumbai', ' Delhi', ' Chennai', 'Bengaluru'",6-10 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3216,Manager Membership Tech / Analytics,Adidas,'Gurgaon',2-3 ,"['_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3217,Senior Data Ops Engineer,GSK India,'Bangalore',3-8 ,"['_', '_', '_', 'sql', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'data science', '_']",-1.0
3218,"Principal, DevOps",GSK India,'Bangalore',10-20 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3219,Associate - Projects,Cognizant,'Bangalore',5-10 ,"['_', 'data science', '_', '_', '_', 'it skills', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3220,Associate - Projects,Cognizant,'Bangalore',3-8 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3221,Data Engineer,GSK India,'Bangalore',5-10 ,"['_', '_', '_', '_', '_', '_', '_', 'java', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3222,"Data Science, Principal Technical Expert",Schneider Electric,'Bangalore',6-10 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3223,"Data Science , Senior Design Engineer",Schneider Electric,'Bangalore',3-6 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3224,Data Science Trainer,NEEMTREE INTERNET PVT LTD,'Gurgaon',2-6 ,"['_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'python', '_']",-1.0
3225,Head Data Analytics,NPCI,'Hyderabad',12-20 ,"['_', 'data science', '_', 'java', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3226,Modeling Analyst/ Manager,Isha Foundation,'Coimbatore',2-7 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', 'data science', '_']",-1.0
3227,Urgent hiring of Senior Manager - Data Scientist,Concerix Technologies Private Limited,"'Gurgaon', 'Bangalore'",5-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3228,Data Scientist,Zekardo Automotive Solutions,'Gurgaon',5-8 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3229,Data Scientist,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",3-8 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_', 'sql', '_', 'python', '_']",-1.0
3230,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",3-8 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_', 'sql', '_', 'python', '_']",-1.0
3231,Senior Data Engineer,Essence,'NewDelhi',1-3 ,"['_', 'data science', '_', 'r', '_', '_', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3232,Manager - Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,'Gurgaon',5-10 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
3233,Data Science,Acme Services,'Mumbai',4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3234,Principal Architect (AI),EXAMROOM.AI India Pvt Ltd,'Bangalore',10-15 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', 'data science', '_', '_', '_']",-1.0
3235,Senior Analyst - Data Science,Tiger Analytics India LLP,'Chennai\n',1-6 ,"['_', 'r', '_', 'python', '_', '_', '_', '_', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_']",1.0
3236,Data & Applied Scientist,Microsoft,"'Noida', ' Hyderabad', 'Bangalore'",3-7 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3237,Looking For Senior Data Scientist For Denave,Denave India Pvt Ltd.,'Noida',7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3238,Data Scientist - Process Excellence & Analytics,Huquo Consulting Pvt. Ltd,'Noida',2-4 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3239,Senior Data Scientist,Mobikwik,'Gurgaon',3-6 ,"['_', '_', '_', 'machine learning', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
3240,Lead - Data Science - KPO,Huquo Consulting Pvt. Ltd,"'Hyderabad', ' Pune', ' Chennai', ' Gurgaon', 'Bangalore'",3-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3241,Lead - Data Science - FinTech,Its All About People (ITAAP),"'Gurgaon', 'Delhi'",5-8 ,"['_', 'data science', '_', 'r', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'sql', '_']",-1.0
3242,Web Analytics Data Insights Analyst / Sr. Analyst,AbsolutData Research Analytics Solutions Pvt. Lt,'NewDelhi',4-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3243,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",3-8 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3244,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,'Gurgaon',8-10 ,"['_', '_', '_', 'python', '_', 'sql', '_', 'it skills', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
